run_id,horizon,window_type,model_name,is_baseline,n_samples,directional_accuracy,beats_buy_hold,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,passes_transaction_cost_check,passes_calibration_check,passes_sample_threshold,passes_reliability_check,final_rejection_reason
btc_research_20260505T154327Z,30,sensitivity_weekly,random_permutation,True,432,0.4791666666666667,False,False,False,False,False,True,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,30,sensitivity_weekly,logistic_linear,False,432,0.4976851851851852,False,False,False,True,False,True,True,False,sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,30,sensitivity_weekly,hgb,False,432,0.5300925925925926,False,True,True,True,False,True,True,False,sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,30,sensitivity_weekly,random_forest,False,432,0.5092592592592593,False,False,True,True,False,True,True,False,sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,buy_hold_direction,True,33,0.5151515151515151,False,True,False,False,False,False,True,False,baseline_not_selectable; did_not_beat_buy_hold; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,momentum_30d,True,33,0.45454545454545453,False,False,False,False,False,True,True,False,baseline_not_selectable; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,momentum_90d,True,33,0.5151515151515151,False,True,False,False,False,True,True,False,baseline_not_selectable; did_not_beat_buy_hold; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,random_permutation,True,33,0.6060606060606061,True,True,True,False,False,True,True,False,baseline_not_selectable; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,logistic_linear,False,33,0.5757575757575758,True,True,True,False,True,True,True,False,did_not_beat_random_baseline; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,hgb,False,33,0.5454545454545454,True,True,True,False,False,True,True,False,did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,official_quarterly,random_forest,False,33,0.6060606060606061,True,True,True,False,True,True,True,False,did_not_beat_random_baseline; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,buy_hold_direction,True,98,0.5408163265306123,False,False,False,True,False,False,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,momentum_30d,True,98,0.5612244897959183,True,False,False,True,False,True,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_30d_momentum; did_not_beat_90d_momentum; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,momentum_90d,True,98,0.5612244897959183,True,False,False,True,False,True,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_30d_momentum; did_not_beat_90d_momentum; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,random_permutation,True,98,0.5204081632653061,False,False,False,False,False,True,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,logistic_linear,False,98,0.5612244897959183,True,False,False,True,True,True,True,False,sensitivity_window_not_selection_eligible; did_not_beat_30d_momentum; did_not_beat_90d_momentum; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,hgb,False,98,0.5816326530612245,True,True,True,True,False,False,True,False,sensitivity_window_not_selection_eligible; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,90,sensitivity_overlapping_monthly,random_forest,False,98,0.6530612244897959,True,True,True,True,True,False,True,False,sensitivity_window_not_selection_eligible; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,buy_hold_direction,True,16,0.625,False,True,True,True,False,False,True,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,momentum_30d,True,16,0.4375,False,False,False,False,False,True,True,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,momentum_90d,True,16,0.5,False,True,False,False,False,True,True,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,random_permutation,True,16,0.5625,False,True,True,False,False,True,True,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,logistic_linear,False,16,0.5,False,True,False,False,False,False,True,False,diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,hgb,False,16,0.5625,False,True,True,False,False,False,True,False,diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_random_baseline; failed_transaction_cost_check; failed_calibration_check; low_reliability
btc_research_20260505T154327Z,180,diagnostic_semiannual,random_forest,False,16,0.75,True,True,True,True,True,False,True,False,diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; failed_calibration_check; low_reliability
