run_id,horizon,window_type,model,metric,estimate,ci_low,ci_high,ci_method,permutation_p_value,bootstrap_iterations,sample_count
spx_research_20260511T075454Z,90,official_quarterly,momentum_30d,directional_accuracy,0.53125,0.34375,0.6875,bootstrap_rows,0.8782435129740519,500,32
spx_research_20260511T075454Z,90,official_quarterly,momentum_30d,tc_adjusted_return,0.23428616260828528,-0.4007494818539124,1.482919695189165,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,momentum_30d,sharpe,0.2634112764796572,-0.353840043199571,1.1966291251945014,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,momentum_90d,directional_accuracy,0.59375,0.4375,0.78125,bootstrap_rows,0.7524950099800399,500,32
spx_research_20260511T075454Z,90,official_quarterly,momentum_90d,tc_adjusted_return,0.6755853820261211,-0.21418970198181714,2.2604990313995676,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,momentum_90d,sharpe,0.5638829661281073,-0.11854301155435316,1.5984835900642318,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_permutation,directional_accuracy,0.46875,0.28125,0.65625,bootstrap_rows,0.9141716566866267,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_permutation,tc_adjusted_return,1.0513204990710738,0.05396563806709565,3.108799904375694,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_permutation,sharpe,0.7651225033347808,0.11298378923771431,1.541909071392267,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,logistic_linear,directional_accuracy,0.71875,0.5625,0.875,bootstrap_rows,0.5868263473053892,500,32
spx_research_20260511T075454Z,90,official_quarterly,logistic_linear,tc_adjusted_return,1.8084896730981903,0.244037786457093,5.390945323805687,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,logistic_linear,sharpe,0.9252905436633246,0.24724945097970538,2.1567867356853108,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,hgb,directional_accuracy,0.78125,0.625,0.90625,bootstrap_rows,0.08582834331337326,500,32
spx_research_20260511T075454Z,90,official_quarterly,hgb,tc_adjusted_return,1.9483895306347128,0.16555096495651378,4.643689092023109,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,hgb,sharpe,0.9772427071811043,0.20140993372415095,2.0421078034539435,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_forest,directional_accuracy,0.6875,0.53125,0.84375,bootstrap_rows,0.48902195608782434,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_forest,tc_adjusted_return,1.7722125858777127,0.18108599439271272,5.004528788335509,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,random_forest,sharpe,0.9112508318305202,0.20716722675641963,2.0143660335935194,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,buy_hold_direction,directional_accuracy,0.7166666666666667,0.6,0.8166666666666667,bootstrap_rows,1.0,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,buy_hold_direction,tc_adjusted_return,5.786327081956724,1.7506692483126327,13.957847539191489,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,buy_hold_direction,sharpe,1.8570840772358588,0.9646204751645799,2.9189826667643004,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_30d,directional_accuracy,0.6166666666666667,0.5,0.742083333333333,bootstrap_rows,0.3812375249500998,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_30d,tc_adjusted_return,2.2721684189374245,0.5012434025345935,5.804334104700215,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_30d,sharpe,1.4193968518938922,0.5274095431683546,2.6385809921057883,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_90d,directional_accuracy,0.65,0.5245833333333334,0.7666666666666667,bootstrap_rows,0.21756487025948104,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_90d,tc_adjusted_return,2.9819252972570407,0.7784640967043506,6.574093333321481,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,momentum_90d,sharpe,1.8109422352975197,0.8154838210504499,2.8236074814634704,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_permutation,directional_accuracy,0.5,0.3745833333333334,0.6166666666666667,bootstrap_rows,0.8083832335329342,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_permutation,tc_adjusted_return,2.1617614550006725,0.5704310717567044,5.457252985645059,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_permutation,sharpe,1.3559022792888475,0.6158785669920424,2.0929935819573524,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,logistic_linear,directional_accuracy,0.6833333333333333,0.5666666666666667,0.8,bootstrap_rows,1.0,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,logistic_linear,tc_adjusted_return,4.765228132029297,1.3868593995366343,15.171422205575304,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,logistic_linear,sharpe,1.7170448041648827,0.8561175200842248,2.9445516637012177,bootstrap_rows,,500,60
