run_id,horizon,window_type,model_name,regime,n_samples,directional_accuracy,net_return,sharpe,max_drawdown,reliability_label
spx_research_20260507T144238Z,30,official_monthly,logistic_linear,pre_halving,24,0.5833333333333334,0.36472067123439955,0.9446519514595381,-0.18273329856412057,Low confidence
spx_research_20260507T144238Z,30,official_monthly,logistic_linear,post_halving,24,0.6666666666666666,0.5684134226077879,1.7750090630241855,-0.0819525025143828,Low confidence
spx_research_20260507T144238Z,30,official_monthly,logistic_linear,pre_etf,72,0.625,0.9775799003987047,0.7448095398061129,-0.22869556026725535,Low confidence
spx_research_20260507T144238Z,30,official_monthly,logistic_linear,post_etf,27,0.7037037037037037,0.5080913852761217,1.4294667172230149,-0.08369404399244196,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,bull_market,76,0.6447368421052632,0.7222055657048256,0.8260041010869639,-0.26494518503345754,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,bear_market,23,0.34782608695652173,-0.06396790092389748,-0.2379316430657767,-0.13709508494857536,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,high_volatility,58,0.5344827586206896,0.2320069554803259,0.42167150043437523,-0.2767935010810453,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,low_volatility,41,0.6341463414634146,0.30846638773946267,0.8030653702599615,-0.12589971053233473,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,high_rate,65,0.5692307692307692,0.1780538242510361,0.31301821971539356,-0.3245433488829075,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,low_rate,34,0.5882352941176471,0.3683922224284706,1.1633432377796467,-0.12445886974412401,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,pre_halving,24,0.7083333333333334,0.44556621683184816,2.1323266643969694,-0.04031959393602946,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,post_halving,24,0.625,0.3774270935897821,1.7495864196680502,-0.03840659636905974,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,pre_etf,72,0.5416666666666666,0.16709780330223212,0.2723114881988087,-0.3174118692260699,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_30d,post_etf,27,0.6666666666666666,0.38123787581989,1.7949922249984014,-0.04127927434209344,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,bull_market,76,0.6447368421052632,0.8282532802104003,0.8145397012478932,-0.15217509442394495,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,bear_market,23,0.34782608695652173,0.0422589990294675,0.6426113080178683,-0.002997000999999999,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,high_volatility,58,0.5517241379310345,0.66064378715332,1.094358482346887,-0.12493007746780849,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,low_volatility,41,0.6097560975609756,0.1474546489412203,0.3768235686901112,-0.1587783372934658,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,high_rate,65,0.5692307692307692,0.32468045825793945,0.5576481453507229,-0.12975646964405185,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,low_rate,34,0.5882352941176471,0.4384702529018465,1.0497568639348132,-0.08008661949127716,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,pre_halving,24,0.625,0.23749280468899636,0.9797931775577173,-0.08008661949127716,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,post_halving,24,0.7083333333333334,0.6541096754505831,2.1870844351228116,-0.06144396395308638,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,pre_etf,72,0.5416666666666666,0.4551420992367361,0.5904091500551418,-0.13369734457243665,Low confidence
spx_research_20260507T144238Z,30,official_monthly,momentum_90d,post_etf,27,0.6666666666666666,0.3095033363435289,1.2495983271771123,-0.08461034994844963,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,bull_market,76,0.6447368421052632,0.9414973456549331,0.842752852426411,-0.15201846666705887,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,bear_market,23,0.6086956521739131,0.45469798021017915,1.0208900111669255,-0.12367843126172384,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,high_volatility,58,0.6379310344827587,1.0980457266826513,0.9925017383668184,-0.22946686470698818,Low confidence
